artifact_path,line,evidence
README.md,45,See the [cleanup record](audit/cleanup_20260905/README.md) and [Pro audit prompt](audit/PRO_AUDIT_PROMPT_ZH.md).
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,60,?? audit/cleanup_20260905/git_branch_before.txt
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,61,?? audit/cleanup_20260905/git_head_before.txt
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,255,?? output/architecture_conformance_20260831/FINAL_ARTIFACT_MANIFEST.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,256,?? output/architecture_conformance_20260831/GOAL_ALIGNMENT.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,257,?? output/architecture_conformance_20260831/REPORT.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,258,?? output/architecture_conformance_20260831/capture_observations.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,259,?? output/architecture_conformance_20260831/capture_run_results.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,260,?? output/architecture_conformance_20260831/captured_tensors.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,261,?? output/architecture_conformance_20260831/identity_edges_probe.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,262,?? output/architecture_conformance_20260831/identity_edges_results.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,263,?? output/architecture_conformance_20260831/illusion_literature.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,264,?? output/architecture_conformance_20260831/legacy/legacy_in_memory_probe.sh
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,265,?? output/architecture_conformance_20260831/legacy/legacy_in_memory_stdout.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,266,?? output/architecture_conformance_20260831/legacy/ownership_legacy_source_memo.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,267,?? output/architecture_conformance_20260831/physiology.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,268,?? output/architecture_conformance_20260831/rf/RF_AUDIT_MEMO.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,269,?? output/architecture_conformance_20260831/rf/artifact_manifest.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,270,?? output/architecture_conformance_20260831/rf/basis_observed.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,271,?? output/architecture_conformance_20260831/rf/basis_probe.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,272,?? output/architecture_conformance_20260831/rf/basis_raw_result.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,273,?? output/architecture_conformance_20260831/rf/basis_tool_event.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,274,?? output/architecture_conformance_20260831/rf/initial_state_sha256_by_key.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,275,?? output/architecture_conformance_20260831/rf/primary_observed.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,276,?? output/architecture_conformance_20260831/rf/primary_probe.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,277,?? output/architecture_conformance_20260831/rf/primary_raw_result.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,278,?? output/architecture_conformance_20260831/rf/primary_tool_event.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,279,?? output/architecture_conformance_20260831/rf/source_hashes.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,280,?? output/architecture_conformance_20260831/runtime_probe.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,281,?? output/architecture_conformance_20260831/runtime_results.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,282,?? output/architecture_conformance_20260831/source_manifest.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,283,?? output/architecture_conformance_20260831/spatial_dead_parameters_probe.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,284,?? output/architecture_conformance_20260831/spatial_dead_parameters_results.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,285,?? output/audits/canonical_shared_bc_causal_contract_20260830/verification.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,286,?? output/audits/canonical_v1_correctness_patch_20260831/FINAL_MANIFEST.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,287,?? output/audits/canonical_v1_correctness_patch_20260831/FINAL_VERIFICATION.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,288,?? output/audits/canonical_v1_correctness_patch_20260831/PATCH_PROTOCOL.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,289,?? output/audits/canonical_v1_correctness_patch_20260831/REPORT.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,290,?? output/audits/canonical_v1_correctness_patch_20260831/circuit_after.xml
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,291,?? output/audits/canonical_v1_correctness_patch_20260831/correctness_patch.diff
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,292,?? output/audits/canonical_v1_correctness_patch_20260831/entry/REPORT.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,293,?? output/audits/canonical_v1_correctness_patch_20260831/entry/artifact_manifest.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,294,?? output/audits/canonical_v1_correctness_patch_20260831/entry/checkpoint_config_identity.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,295,?? output/audits/canonical_v1_correctness_patch_20260831/entry/geometry_load_red_tool_result.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,296,?? output/audits/canonical_v1_correctness_patch_20260831/entry/green_tool_result.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,297,?? output/audits/canonical_v1_correctness_patch_20260831/entry/intermediate_green_tool_result.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,298,?? output/audits/canonical_v1_correctness_patch_20260831/entry/red_reference.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,299,?? output/audits/canonical_v1_correctness_patch_20260831/entry/review.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,300,?? output/audits/canonical_v1_correctness_patch_20260831/entry/source_checks.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,301,?? output/audits/canonical_v1_correctness_patch_20260831/existing_before.xml
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,302,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/README.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,303,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/SUMMARY.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,304,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/artifact_manifest.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,305,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_14.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,306,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_21.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,307,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_26.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,308,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_33.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,309,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_34.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,310,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_4.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,311,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_6.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,312,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/67_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,313,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/68_10.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,314,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/68_11.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,315,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/68_3.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,316,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/68_4.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,317,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/68_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,318,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/69_21.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,319,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/69_3.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,320,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/69_4.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,321,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/69_6.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,322,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/69_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,323,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/70_1.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,324,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/70_15.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,325,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/70_34.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,326,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/70_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,327,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/integrity_0_11.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,328,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/candidate/integrity_11_22.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,329,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/capture_reference_trainability.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,330,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/compare_lineage.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,331,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_14.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,332,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_14__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,333,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_14__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,334,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_21.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,335,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_21__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,336,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_21__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,337,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_26.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,338,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_26__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,339,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_26__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,340,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_33.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,341,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_33__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,342,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_33__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,343,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_34.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,344,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_34__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,345,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_34__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,346,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_4.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,347,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_4__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,348,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_4__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,349,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_6.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,350,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_6__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,351,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_6__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,352,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,353,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_7__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,354,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/67_7__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,355,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_10.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,356,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_10__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,357,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_10__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,358,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_11.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,359,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_11__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,360,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_11__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,361,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_3.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,362,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_3__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,363,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_3__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,364,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_4.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,365,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_4__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,366,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_4__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,367,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,368,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_7__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,369,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/68_7__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,370,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_21.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,371,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_21__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,372,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_21__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,373,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_3.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,374,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_3__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,375,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_3__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,376,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_4.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,377,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_4__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,378,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_4__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,379,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_6.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,380,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_6__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,381,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_6__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,382,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,383,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_7__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,384,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/69_7__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,385,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_1.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,386,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_15.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,387,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_15__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,388,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_15__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,389,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_1__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,390,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_1__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,391,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_34.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,392,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_34__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,393,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_34__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,394,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_7.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,395,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_7__illusion.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,396,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/70_7__temporal.npz
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,397,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/integrity_0_1.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,398,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference/integrity_1_22.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,399,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference_manifest.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,400,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/reference_trainability.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,401,?? output/audits/canonical_v1_correctness_patch_20260831/lineage/summarize_lineage.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,402,?? output/audits/canonical_v1_correctness_patch_20260831/mixing_edge_order_red.txt
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,403,?? output/audits/canonical_v1_correctness_patch_20260831/mixing_green.txt
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,404,?? output/audits/canonical_v1_correctness_patch_20260831/mixing_parameter_counts.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,405,?? output/audits/canonical_v1_correctness_patch_20260831/mixing_parameter_probe.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,406,?? output/audits/canonical_v1_correctness_patch_20260831/mixing_red.txt
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,407,?? output/audits/canonical_v1_correctness_patch_20260831/original_runtime_after.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,408,?? output/audits/canonical_v1_correctness_patch_20260831/patched_source_manifest.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,409,?? output/audits/canonical_v1_correctness_patch_20260831/regression_final.xml
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,410,?? output/audits/canonical_v1_correctness_patch_20260831/review_code.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,411,?? output/audits/canonical_v1_correctness_patch_20260831/review_context.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,412,?? output/audits/canonical_v1_correctness_patch_20260831/review_goal.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,413,?? output/audits/canonical_v1_correctness_patch_20260831/review_qa.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,414,?? output/audits/canonical_v1_correctness_patch_20260831/review_qa_pytest.xml
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,415,?? output/audits/canonical_v1_correctness_patch_20260831/review_qa_test_hashes.json
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,416,?? output/audits/canonical_v1_correctness_patch_20260831/review_security.md
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,417,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/__init__.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,418,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_circuit_inputs.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,419,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_circuit_lineage.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,420,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_circuit_perturbation.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,421,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_circuit_support.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,422,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_temporal_lineage.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,423,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_temporal_perturbation.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,424,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_temporal_probe.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,425,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/ac_temporal_support.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,426,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/artifacts.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,427,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/atomic_artifacts.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,428,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/clean_sampled_artifacts.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,429,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/clean_sampled_benchmark.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,430,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/clean_sampled_data.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,431,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/clean_sampled_reporting.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,432,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/clean_sampled_teacher.py
.local_archives/20260905-pre-audit-cleanup/git_status_before.txt,433,?? output/audits/canonical_v1_correctness_patch_20260831/source_before/evaluation/mechanistic_retina/clean_sampled_training.py
